Application Name,Application IDs,Reference
Axis,12c3ee39-9735-4cca-8006-94650d19f770,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Glowbl,12d736b4-dd63-4d2a-a527-e4ab0edb08e9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Teams IP Policy Service,1303f293-64bd-48ba-89b0-6bf538bc67f3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Managed HSM RP,1341df96-0b28-43da-ba24-7a6ce39be816,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SmartStash,13a1db81-cc98-4568-867f-f902fdcc7335,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
BHN Rewards,14279eef-ef42-44d9-8168-29766786c1f9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Intune CMDeviceService,14452459-6fa6-4ec0-bc50-1528a1a06bf0,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Lumio,14cf575a-fae2-48e2-af39-e3448d3a48bb,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Heedify Contact Centre,15367a30-a5de-467a-8c1d-00f3c8e56fa9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Wazoku,15439749-b811-4e89-b777-4fe6ef247801,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure,15689b28-1333-4213-bb64-38407dde8a5e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Fiji Storage,1609d3a1-0db2-4818-b854-fe1614f0718a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure Alerts Management,161a339d-b9f5-41c5-8856-6a6669acac64,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SSO Extension Intune,163b648b-025e-455b-9937-a7f39a65d171,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Sync client,1651564e-7ce4-4d99-88be-0a65050d8dc3,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
Minecraft Education Edition Services,16556bfc-5102-43c9-a82a-3ea5e4810689,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Office Hive,166f1b03-5b19-416f-a94b-1d7aa2d247dc,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
OCaaS Worker Services,167e2ded-f32d-49f5-8a10-308b921bc7ee,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Group Configuration Processor,1690c5aa-925a-4d0e-836b-722c795bd0d0,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
IrisSelectionFrontDoor,16aeb910-ce68-41d1-9ac3-9e1673ac9575,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Virtual Connector Provider,1762e607-063e-431a-a25a-f0f782acb73b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Bing Default Search Engine,1786c5ed-9644-47b2-8aa0-7201292175b6,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
OfficeTogether,17bd2add-67cb-4ffe-b69b-10b130558e89,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Office Online Client AAD- Maker,17d5e35f-655b-4fb0-8ae6-86356e9a49f5,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
BrowserStack,180f19aa-1b79-4b4a-b716-068b81cfb145,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Marketplace Caps API,184909ca-69f1-4368-a6a7-c558ee6eb0bd,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Intune DeviceActionService,18a4ad1e-427c-4cad-8416-ef674e801d32,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Machine Learning Services,18a66f5f-dbdf-4c17-9dd7-1634712a9cbe,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Office365DirectorySynchronizationService,18af356b-c4fd-4f52-9899-d09d21397ab7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Reply-At-Mention,18f36947-75b0-49fb-8d1c-29584a55cac5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Docs,18fbca16-2224-45f6-85b0-f7bf2b39b3f3,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Microsoft Learn,18fbca16-2224-45f6-85b0-f7bf2b39b3f3,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
MIP Exchange Solutions - SPO,192644fe-6aac-4786-8d93-775a056aa1de,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
EasyLife 365,192ba193-b68c-464c-a920-7eaa93b59a12,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure PowerShell,1950a258-227b-4e31-a9cf-717495945fc2,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Microsoft Command Service,19686ca6-5324-4571-a231-77e026b0e06f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure DNS,19947cfd-0303-466c-ac3c-fcc19a7a1570,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Teams UIS,1996141e-2b07-4491-927a-5a024b335c78,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MySignins,19db86c3-b2b9-44cc-b339-36da233a3be2,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
Microsoft Forms Pro,19dd5b37-d116-48cb-90d2-4aa56696cba1,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Lab Services,1a14be2a-e903-4cec-99cf-b2e209259a0f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MSATenantRestrictions,1a4b5304-a0fd-4017-8a3d-466fc083b73e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Windows Spotlight,1b3c667f-cde3-4090-b60b-3d2abd0117f0,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Policy Processor,1b489150-9b00-413a-83fd-6ef8f05b6e28,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MS Graph API,1b730954-1685-4b74-9bfd-dac224a7b894,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
Buzzeasy Contact Center for Teams,1b81b79d-10ff-4614-81cc-5ac3dc64a40c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
AADReporting,1b912ec3-a9dd-4c4d-a53e-76aa7adb28d7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Groopit,1bc34af7-7913-481b-b251-5444ecc06a61,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Skype Team Substrate connector,1c0ae35a-e2ec-4592-8e08-c40884656fa5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Common Data Service License Management,1c2909a7-6432-4263-a70d-929a3c1f9ee5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Document Drafter,1c529524-183e-40db-b1d7-1acf275354b4,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Cyberday,1c7d277c-ff8a-4ea4-bc14-7d06314f8941,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft DataMovement Metadata Service,1c827867-9069-4bde-8155-1a0267a3dea5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Theta Lake Recording & Compliance for Teams Video,1cc8eecf-56f3-4137-a0fe-4b0466ca0677,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
O365Account,1cda9b54-9852-4a5a-96d4-c2ab174f9edf,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DeskManager,1d154166-6bd3-423b-b13e-d93ca6327a3e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DeskBooking,1d154166-6bd3-423b-b13e-d93ca6327a3e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
ComplianceCow,1d3dca20-8c66-49ac-816c-36d4f3f33073,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure Policy Insights,1d78a85d-813d-46f0-b496-dd72f50a3ec0,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure Authorization Resource Provider,1dcb1bc7-c721-498e-b2fa-bcddcea44171,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Bizfone,1dd6ac57-e6f0-4995-a57f-b6d074c16e11,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft B2B Admin Worker,1e2ca66a-c176-45ea-a877-e87f7231e0ee,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
NetworkTrafficAnalyticsService,1e3e4475-288f-4018-a376-df66fd7fac5f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Skype Presence Service,1e70cd27-4707-4589-8ec5-9bd20c472a46,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
PayaFy,1e96a64b-9c1c-4cbc-b015-70243ea06c9b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
